"","x"
"3826","Q8TDI0"
"3827","Q9NR30"
"3828","Q8NEA4"
"3829","Q9H6R0"
"3830","Q9D9W1"
"3831","P34727"
"3832","O14735"
"3833","Q5R6Y0"
"3834","P83863"
"3835","Q8BLA1"
"3836","Q5R698"
"3837","P43125"
"3838","Q7ZYQ6"
"3839","B0W3L6"
"3840","O46606"
"3841","Q8BXR9"
"3842","Q6PBK1"
"3843","Q9Y238"
"3844","Q8IYJ2"
"3845","Q27294"
"3846","Q8I7T3"
"3847","F1R6N4"
"3848","C4YFX2"
"3849","B1AZI6"
"3850","O94830"
"3851","Q8S0F0"
"3852","P15927"
"3853","O95295"
"3854","P90893"
"3855","Q01373"
"3856","Q5ZLT0"
"3857","P50214"
"3858","Q9Y282"
"3859","P07152"
"3860","O75935"
"3861","Q9WU40"
"3862","Q26486"
"3863","Q924I2"
"3864","Q29RK9"
"3865","P0CB96"
"3866","P04646"
"3867","A9UMP7"
"3868","P41565"
"3869","P38659"
"3870","Q924M7"
"3871","P54319"
"3872","Q01989"
"3873","Q7SXW4"
"3874","P22232"
"3875","O60271"
"3876","Q6P698"
"3877","P55931"
"3878","Q9DB50"
"3879","Q9STL4"
"3880","Q3T0Q3"
"3881","Q962X9"
"3882","P02723"
"3883","Q55FP0"
"3884","Q9HD45"
"3885","Q5SRX1"
"3886","Q5DTL9"
"3887","O88746"
"3888","Q9XIE8"
"3889","Q8N9M1"
"3890","P83852"
"3891","O08601"
"3892","Q54C11"
"3893","Q9VSA3"
"3894","C3MBH0"
"3895","Q9VLT5"
"3896","Q9GQF1"
"3897","Q2TAD9"
"3898","Q05519"
"3899","Q5RA42"
"3900","Q0MQI9"
"3901","Q68CZ1"
"3902","O75431"
"3903","P57088"
"3904","P0AF48"
"3905","Q24145"
"3906","P81274"
"3907","Q8C0G2"
"3908","Q96AY4"
"3909","Q9BUJ2"
"3910","P15064"
"3911","Q9UJ83"
"3912","Q9Z0F4"
"3913","P30876"
"3914","Q3ZCD7"
"3915","P13234"
"3916","Q5RDW9"
"3917","Q28IE5"
"3918","Q9NYU2"
"3919","Q92878"
"3920","Q54LT8"
"3921","P02594"
"3922","Q7ZYC4"
"3923","Q7SAF6"
"3924","P76633"
"3925","Q71LX4"
"3926","Q4WHG0"
"3927","Q9VU65"
"3928","O75131"
"3929","Q7M3Y3"
"3930","A7SE07"
"3931","P56812"
"3932","Q7SZE5"
"3933","Q2YDE7"
"3934","Q5ZHQ2"
"3935","Q66JD1"
"3936","Q5VXM1"
"3937","Q7TSV4"
"3938","P11464"
"3939","B3M3R5"
"3940","O75167"
"3941","Q92051"
"3942","Q27504"
"3943","Q9R1K9"
"3944","Q6DFI2"
"3945","Q86YV6"
"3946","Q08BL3"
"3947","O88277"
"3948","E2RDZ6"
"3949","Q8CHD8"
"3950","Q8C5H1"
"3951","Q5F356"
"3952","Q9EQG7"
"3953","P47812"
"3954","Q9GMT4"
"3955","Q9VXE5"
"3956","P05044"
"3957","P17625"
"3958","Q62384"
"3959","Q8N9B4"
"3960","Q9D2J7"
"3961","Q08D64"
"3962","Q8VCB3"
"3963","Q5R8W6"
"3964","Q04832"
"3965","Q5PRF0"
"3966","Q9FVV4"
"3967","Q3ZC89"
"3968","Q58E03"
"3969","Q8C4B4"
"3970","Q8MP06"
"3971","B0UAV0"
"3972","Q8BGF3"
"3973","Q9Y4P3"
"3974","Q55EI0"
"3975","Q9UHD2"
"3976","O96952"
"3977","D2RXU5"
"3978","Q4U0T9"
"3979","Q5RAZ9"
"3980","Q8BJW6"
"3981","Q9VRV7"
"3982","Q9UBV8"
"3983","Q9R062"
"3984","P09496"
"3985","Q86YQ8"
"3986","Q9QY53"
"3987","Q6DHB5"
"3988","Q5RAT5"
"3989","P59267"
"3990","Q56K03"
"3991","Q7ZY11"
"3992","Q62651"
"3993","Q5R6S0"
"3994","H2A0M3"
"3995","Q05040"
"3996","Q4E162"
"3997","O00330"
"3998","Q6PG31"
"3999","Q14004"
"4000","D3Z750"
"4001","Q9IA76"
"4002","D2XV59"
"4003","P51958"
"4004","Q92900"
"4005","Q6WKZ8"
"4006","Q9NW15"
"4007","Q4J781"
"4008","Q9BMX5"
"4009","Q8N2C3"
"4010","P24668"
"4011","Q91WS7"
"4012","Q01458"
"4013","P46549"
"4014","Q5ZKJ4"
"4015","Q6PAX2"
"4016","O95140"
"4017","Q9CWY3"
"4018","B0VX69"
"4019","Q9R9N4"
"4020","Q8BZJ8"
"4021","P19838"
"4022","P16924"
"4023","Q6NXA9"
"4024","Q8C2Q3"
"4025","P41732"
"4026","Q9JKS4"
"4027","Q8CDG3"
"4028","Q28654"
"4029","Q5ZIF1"
"4030","Q9VUC6"
"4031","Q9DGQ7"
"4032","Q99542"
"4033","Q5R5X0"
"4034","Q9SE33"
"4035","Q23280"
"4036","Q32QL6"
"4037","Q2PZI1"
"4038","Q7SZS2"
"4039","P25867"
"4040","Q83KZ1"
"4041","Q9N1T2"
"4042","P55061"
"4043","P45985"
"4044","Q5XK91"
"4045","Q62009"
"4046","Q96AB6"
"4047","Q8BXK9"
"4048","P55862"
"4049","Q8VI36"
"4050","Q0MQC1"
"4051","O60084"
"4052","Q8BX57"
"4053","Q32L63"
"4054","Q90640"
"4055","Q9QXE7"
"4056","Q6P8C4"
"4057","Q64737"
"4058","Q15853"
"4059","Q5ZJ39"
"4060","Q95RJ9"
"4061","Q01583"
"4062","P15090"
"4063","A7TNT1"
"4064","Q9H1V8"
"4065","Q9UHL0"
"4066","Q60855"
"4067","Q8R4C0"
"4068","Q9VCA9"
"4069","Q96G03"
"4070","Q5RDN3"
"4071","Q9P6J4"
"4072","Q5ZHN4"
"4073","Q2YY85"
"4074","Q5RI75"
"4075","P0CO06"
"4076","Q60668"
"4077","Q5UQ27"
"4078","P19737"
"4079","P79398"
"4080","Q02154"
"4081","Q9VC27"
"4082","Q04831"
"4083","O88992"
"4084","Q2MJU7"
"4085","Q9VZV5"
"4086","P55854"
"4087","O01159"
"4088","Q99962"
"4089","P05689"
"4090","P36872"
"4091","Q9H0I3"
"4092","P22061"
"4093","Q6GNV5"
"4094","O35490"
"4095","Q5R4R6"
"4096","Q9SS90"
"4097","Q55CK2"
"4098","Q8QGX4"
"4099","O35303"
"4100","Q32NU8"
"4101","P70581"
"4102","O09174"
"4103","Q4R3C7"
"4104","A1L259"
"4105","P70473"
"4106","Q5ZM33"
"4107","Q97Z97"
"4108","A7SD85"
"4109","P0CB92"
"4110","Q54ZW0"
"4111","O81635"
"4112","O08837"
"4113","Q3KQ80"
"4114","Q99L04"
"4115","Q14324"
"4116","Q6GLE1"
"4117","Q9DBU0"
"4118","P21671"
"4119","Q6P8Y1"
"4120","P21953"
"4121","Q16974"
"4122","Q9BYV1"
"4123","Q7Z4H8"
"4124","Q10051"
"4125","P02637"
"4126","Q5DRD5"
"4127","Q8BTJ4"
"4128","Q555C6"
"4129","P27864"
"4130","Q3UZV7"
"4131","Q9Y2B0"
"4132","Q96RG2"
"4133","Q08013"
"4134","Q9UIV1"
"4135","Q6AYS4"
"4136","P67963"
"4137","P25804"
"4138","Q2KIM0"
"4139","Q6GR00"
"4140","Q7ZUB2"
"4141","Q8K2I4"
"4142","P52296"
"4143","Q9MZD2"
"4144","Q60847"
"4145","A2BD83"
"4146","Q6P2Y1"
"4147","Q6Z1C0"
"4148","Q969Q5"
"4149","Q8C525"
"4150","Q6GNG3"
"4151","Q9GKL8"
"4152","Q570Y9"
"4153","Q6P047"
"4154","Q9WUN2"
"4155","O60052"
"4156","Q08E02"
"4157","Q8VE99"
"4158","Q9Y4P9"
"4159","Q58DT4"
"4160","P56520"
"4161","P48766"
"4162","Q9BUZ4"
"4163","Q9R087"
"4164","Q9Z0W3"
"4165","Q9NRW7"
"4166","P90789"
"4167","Q95JY5"
"4168","P27641"
"4169","Q16875"
"4170","Q12680"
"4171","Q99NB1"
"4172","Q20636"
"4173","Q7YR37"
"4174","Q9R1Q9"
"4175","F1N9Y5"
"4176","Q6P3G4"
"4177","Q922Y1"
"4178","Q8VBT9"
"4179","P58027"
"4180","O00461"
"4181","Q5NVQ1"
"4182","Q6GNT9"
"4183","Q9UUK2"
"4184","O04893"
"4185","P40352"
"4186","B2DFG5"
"4187","Q9NRL2"
"4188","A7Z019"
"4189","Q9BYT9"
"4190","Q5SQM0"
"4191","P51531"
"4192","A9ULE9"
"4193","Q9HCI6"
"4194","Q9VVE5"
"4195","Q9CXS4"
"4196","Q9QZ25"
"4197","A6NNF4"
"4198","P61212"
"4199","Q41629"
"4200","Q9DE49"
"4201","Q3UV71"
"4202","B5XF11"
"4203","Q9D411"
"4204","Q9BVG8"
"4205","Q92542"
"4206","Q5RBR8"
"4207","Q3MHX3"
"4208","Q5RDE7"
"4209","O15975"
"4210","B2RYG6"
"4211","Q7ZVX6"
"4212","P80147"
"4213","P53600"
"4214","Q92047"
"4215","A0JMW6"
"4216","Q06527"
"4217","Q554G3"
"4218","Q4P5N0"
"4219","Q5TJF5"
"4220","Q8T888"
"4221","Q55D17"
"4222","P05696"
"4223","Q06AA4"
"4224","Q2PZL6"
"4225","Q6PFX9"
"4226","P25655"
"4227","Q6UWY0"
"4228","P29294"
"4229","Q9R1S0"
"4230","Q3ZBG9"
"4231","Q9W6S5"
"4232","Q9BZP6"
"4233","Q80TF4"
"4234","Q6P2U9"
"4235","Q8CJH3"
"4236","Q3UHK8"
"4237","Q63HN8"
"4238","P46873"
"4239","P39598"
"4240","Q2NL11"
"4241","Q9BE31"
"4242","Q9H8Y8"
"4243","Q09621"
"4244","Q2TL32"
"4245","P82147"
"4246","P56965"
"4247","Q9JJ80"
"4248","Q96RK4"
"4249","O88488"
"4250","Q9NZ32"
"4251","Q7TP17"
